from_to,geodesic_distance_km,gdp_diff_2018,ESTAT_flow_BMI_2019_T_T_res,gdp_mean_2018,neighbors,share_rel,share_lang,PDI_diff,IDV_diff,UAI_diff,MAS_diff,fb_users_diff,fb_users_perc_diff,fb_users_perc_mean,fb_users_mean,area_diff,area_mean,share_cont
HU-IT,805.4151040225279,11123.169121789095,0.02047645827545784,37474.65921614215,0,1,1,4.0,21.0,7.0,18.0,24700000.0,5.390382283285582,52.477170961023816,17650000.0,206470.0,194495.0,1
HU-NL,1162.9554492403474,25913.5538424199,0.23227536727882875,44869.85157645755,0,1,0,8.0,25.0,29.0,74.0,4500000.0,1.7664879545075465,56.05560607992038,7550000.0,57590.0,62465.0,1
HU-NO,1644.9149373652342,37895.2547554363,0.08027452228546068,50860.70203296575,0,1,0,15.0,14.0,32.0,80.0,1900000.0,6.518288316376207,58.43150626085472,4350000.0,273847.85,228183.925,1
HU-SE,1444.1282059285054,21608.5559875812,0.08832022370626026,42717.3526490382,0,1,0,15.0,16.0,53.0,83.0,1000000.0,6.477680744113172,58.4112024747232,5800000.0,316050.0,249285.0,1
ID-AT,10778.305982769478,45315.3328868576,0.0007562308851565793,34302.4249824641,0,0,0,67.0,41.0,22.0,33.0,133260000.0,8.257322709799098,44.937289843072215,70330000.0,1794999.0,980019.5,0
ID-BE,11441.038880205131,40883.3599998461,0.0012290350137872336,32086.438538958348,0,0,0,13.0,61.0,46.0,8.0,130460000.0,6.640640640172641,52.38627151805808,71730000.0,1847239.0,953899.5,0
ID-CH,11263.763935165824,60015.44830085489,0.0033122685428140617,41652.48268946275,0,0,0,44.0,54.0,10.0,24.0,133260000.0,6.894158587905949,45.61887190401879,70330000.0,1838002.97,958517.515,0
ID-DK,10967.111548278286,45838.2038608714,0.0015610754936177965,34563.860469471,0,0,0,60.0,60.0,25.0,30.0,133260000.0,14.345046325571708,56.23847436075762,70330000.0,1837519.0,958759.5,0
ID-FI,9986.707175570433,37935.8466562484,0.0006038013820857177,30612.6818671595,0,0,0,45.0,49.0,11.0,20.0,134260000.0,0.46074071940845585,48.83558083826753,69830000.0,1573599.0,1090719.5,0
ID-IT,11009.687465616187,31391.485238001398,0.0002593296163974321,27340.501158035997,0,0,0,28.0,62.0,27.0,24.0,106960000.0,0.716028621409265,49.423965508676396,83480000.0,1579789.0,1087624.5,0
ID-NL,11339.56024915826,46181.8699586322,0.006019840580713482,34735.6935183514,0,0,0,40.0,66.0,5.0,32.0,127160000.0,7.872898859202394,53.00240062757296,73380000.0,1843849.0,955594.5,0
ID-NO,10924.46992243074,58163.570871648604,0.0012505985566779406,40726.5439748596,0,0,0,47.0,55.0,2.0,38.0,133560000.0,12.624699221071054,55.37830080850729,70180000.0,1512411.15,1121313.425,0
ID-SE,10374.86581380958,41876.8721037935,0.000998039770735767,32583.19459093205,0,0,0,47.0,57.0,19.0,41.0,130660000.0,12.58409164880802,55.35799702237577,71630000.0,1470209.0,1142414.5,0
IE-AT,1736.7967551531503,27595.54337584741,0.078489035509378,70757.8631138166,0,1,0,17.0,15.0,35.0,11.0,1000000.0,12.97410004509863,47.295678510721984,3200000.0,13630.0,75705.0,1
IE-BE,930.416594493093,32027.51626285891,0.18600722140367182,68541.87667031086,0,1,0,37.0,5.0,59.0,14.0,3800000.0,1.9238633048731089,54.74466018570785,4600000.0,38610.0,49585.0,1
IE-CH,1382.833858153782,12895.427961850117,0.25128619457885903,78107.92082081526,0,1,0,6.0,2.0,23.0,2.0,1000000.0,11.610935923205481,47.97726057166855,3200000.0,29373.97,54203.015,1
IE-DK,1179.785257660509,27072.67240183361,0.2655015066700108,71019.2986008235,0,1,0,10.0,4.0,12.0,52.0,1000000.0,9.628268990272176,58.596863028407384,3200000.0,28890.0,54445.0,1
IE-ES,1478.9198139281984,43859.247120191605,0.1987483354318112,62626.011241644504,0,1,0,29.0,19.0,51.0,26.0,20300000.0,4.552372376473727,51.50654234503443,12850000.0,430713.479,284246.7395,1
IE-FI,2205.406980471981,34975.02960645661,0.10346917710772534,67068.119998512,0,1,0,5.0,7.0,24.0,42.0,0.0,5.177518054707988,51.1939695059173,2700000.0,235030.0,186405.0,1
IE-FR,1095.559373654778,37979.032952802096,0.21310936793455856,65566.11832533925,0,1,0,40.0,1.0,51.0,25.0,30300000.0,3.4659754239475333,52.04974082129753,17850000.0,478667.0,308223.5,1
IE-IT,2009.6966455452775,41519.39102470361,0.09721998551702417,63795.9392893885,0,1,0,22.0,6.0,40.0,2.0,27300000.0,4.0007487138902675,51.782354176326166,16350000.0,228840.0,183310.0,1
IE-NL,923.0708395192896,26729.006304072806,0.31561233929274696,71191.13164970391,0,1,1,10.0,10.0,18.0,54.0,7100000.0,3.1561215239028613,55.36078929522273,6250000.0,35220.0,51280.0,1
IE-NO,1279.4490819776931,14747.305391056405,0.08572249576812375,77181.9821062121,0,1,0,3.0,1.0,15.0,60.0,700000.0,7.907921885771522,57.73668947615705,3050000.0,296217.85,216998.925,1
IE-SE,1789.616736457906,31034.004158911506,0.11082036824011421,69038.63272228456,0,1,1,3.0,1.0,6.0,63.0,3600000.0,7.867314313508487,57.71638569002554,4500000.0,338420.0,238100.0,1
IL-AT,2516.9554982667178,17053.966741554097,0.035928495553677595,48433.10805511585,0,0,0,2.0,1.0,11.0,32.0,2177000.0,25.055667527065445,53.336462251705385,4788500.0,60880.0,52080.0,0
IL-BE,3312.8487123145014,12621.993854542598,0.056742385130593334,46217.1216116101,0,0,0,52.0,21.0,13.0,7.0,623000.0,10.157704177093706,60.78544392669126,6188500.0,8640.0,25960.0,0
IL-CH,2873.46517271376,31754.08215555139,0.09692834009943055,55783.1657621145,0,0,0,21.0,14.0,23.0,23.0,2177000.0,23.692503405172296,54.018044312651966,4788500.0,17876.03,30578.015,0
IL-DK,3427.01597604523,17576.837715567897,0.045939707984338524,48694.543542122745,0,0,0,5.0,20.0,58.0,31.0,2177000.0,2.453298491694639,64.63764676939078,4788500.0,18360.0,30820.0,0
IL-FI,3495.296949230032,9674.4805109449,0.02437251175990239,44743.36493981125,0,0,0,20.0,9.0,22.0,21.0,3177000.0,17.259085536674803,57.23475324690071,4288500.0,282280.0,162780.0,0
IL-IT,2320.3317290374075,3130.119092697896,0.008936973880640488,41471.18423068775,0,0,0,37.0,22.0,6.0,23.0,24123000.0,16.082316195857082,57.823137917309566,17938500.0,276090.0,159685.0,0
IL-NL,3356.693306722218,17920.5038133287,0.06867398143152591,48866.37659100315,0,0,1,25.0,26.0,28.0,33.0,3923000.0,8.925445958063953,61.40157303620613,7838500.0,12030.0,27655.0,0
IL-NO,3805.1435697423617,29902.204726345102,0.011989131478984357,54857.22704751135,0,0,0,18.0,15.0,31.0,39.0,2477000.0,4.173645596195293,63.77747321714047,4638500.0,343467.85,193373.925,0
IL-SE,3449.2964891332363,13615.505958490001,0.025525061498742445,46713.8776635838,0,0,1,18.0,17.0,52.0,42.0,423000.0,4.2142531684583275,63.75716943100895,6088500.0,385670.0,214475.0,0
IN-AT,6437.829443622928,50284.730131785065,0.0014798129425819759,31817.726360000364,0,0,0,66.0,7.0,30.0,23.0,247300000.0,22.96458399247943,29.32633649193295,127350000.0,2890670.0,1527855.0,0
IN-BE,7180.562686147292,45852.757244773566,0.0030998472844867998,29601.739916494615,0,0,0,12.0,27.0,54.0,2.0,244500000.0,37.862547342451165,36.77531816691882,128750000.0,2942910.0,1501735.0,0
IN-CH,6914.971015104796,64984.84554578236,0.0029894326039130144,39167.78406699901,0,0,0,43.0,20.0,18.0,14.0,247300000.0,24.32774811437258,30.007918552879524,127350000.0,2933673.97,1506353.015,0
IN-DK,6861.734603457968,50807.601105798865,0.004234103546579452,32079.161847007264,0,0,0,59.0,26.0,17.0,40.0,247300000.0,45.56695302785023,40.627521009618356,127350000.0,2933190.0,1506595.0,0
IN-ES,7954.197689550218,34021.02638744087,0.0013386211733723275,23685.874487828267,0,0,0,20.0,3.0,46.0,14.0,228000000.0,31.386311661104333,33.537200326245404,137000000.0,2473586.521,1736396.7395,0
IN-FI,6113.641565165775,42905.24390117587,0.0020176043834378185,28127.983244695766,0,0,0,44.0,15.0,19.0,30.0,248300000.0,30.76116598287007,33.224627487128274,126850000.0,2669270.0,1638555.0,0
IN-GB,7672.478377716552,40898.12672140986,0.012112158764951593,27124.424654812763,0,0,1,42.0,41.0,5.0,10.0,207000000.0,46.39149484713661,41.039791919261546,147500000.0,2731260.0,1607560.0,0
IN-IT,6578.10340596644,36360.882482928864,0.001783930843503455,24855.802535572264,0,0,0,27.0,28.0,35.0,14.0,221000000.0,31.937935323687793,33.81301215753713,140500000.0,2675460.0,1635460.0,0
IN-NL,7119.09388172424,51151.26720355967,0.004805089740513174,32250.994895887667,0,0,1,39.0,32.0,13.0,42.0,241200000.0,39.094805561480925,37.391447276433695,130400000.0,2939520.0,1503430.0,0
IN-NO,6967.891895176924,63132.96811657607,0.0032715875406988905,38241.84535239587,0,0,0,46.0,21.0,10.0,48.0,247600000.0,43.846605923349586,39.767347457368025,127200000.0,2608082.15,1669148.925,0
IN-SE,6408.746489286464,46846.26934872097,0.006013160449509054,30098.495968468316,0,0,1,46.0,23.0,11.0,51.0,244700000.0,43.805998351086544,39.74704367123651,128650000.0,2565880.0,1690250.0,0
IQ-AT,2912.4868014628696,46150.619015751596,0.028136968247842148,33884.7819180171,0,0,0,69.0,17.0,2.0,27.0,17576000.0,9.650324815832207,45.63379089608877,12488000.0,351608.0,258324.0,0
IQ-BE,3717.3769940331135,41718.646128740096,0.03660292117081809,31668.79547451135,0,0,0,15.0,37.0,26.0,2.0,14776000.0,5.247638534139533,53.08277257107464,13888000.0,403848.0,232204.0,0
IQ-CH,3343.736815504891,60850.73442974889,0.006134123324319312,41234.839625015746,0,0,0,46.0,30.0,10.0,18.0,17576000.0,8.287160693939057,46.31537295703534,12488000.0,394611.97,236822.015,0
IQ-DK,3657.9309613309792,46673.489989765396,0.011845766382310906,34146.217405024,0,0,0,62.0,36.0,45.0,36.0,17576000.0,12.9520442195386,56.93497541377417,12488000.0,394128.0,237064.0,0
IQ-FI,3437.5075313245893,38771.1327851424,0.057035316741142754,30195.0388027125,0,0,0,47.0,25.0,9.0,26.0,18576000.0,1.8537428254415644,49.53208189128409,11988000.0,130208.0,369024.0,0
IQ-IT,2893.1491321465523,32226.771366895395,0.0043613273714557055,26922.858093589,0,0,0,30.0,38.0,7.0,18.0,8724000.0,0.6769734846238435,50.12046656169295,25638000.0,136398.0,365929.0,0
IQ-NL,3717.3554349058886,47017.1560875262,0.022725345326458927,34318.0504539044,0,0,0,42.0,42.0,15.0,38.0,11476000.0,6.479896753169285,53.698901680589515,15538000.0,400458.0,233899.0,0
IQ-NO,3957.1701038012898,58998.8570005426,0.019184214854759733,40308.9009104126,0,0,0,49.0,31.0,18.0,44.0,17876000.0,11.231697115037946,56.074801861523845,12338000.0,69020.15000000002,399617.925,0
IQ-SE,3504.952910750654,42712.1582326875,0.08839578840499197,32165.55152648505,0,0,0,49.0,33.0,39.0,47.0,14976000.0,11.191089542774911,56.05449807539233,13788000.0,26818.0,420719.0,0
IR-AT,3687.894179711785,43164.7739585745,0.02224243191472153,35377.70444660565,0,0,0,47.0,14.0,11.0,36.0,36300000.0,5.690651697157662,43.6539543367515,21850000.0,1546240.0,855640.0,0
IR-BE,4471.588481098082,38732.80107156299,0.012431042676248375,33161.7180030999,0,0,0,7.0,34.0,35.0,11.0,33500000.0,9.207311652814077,51.10293601173737,23250000.0,1598480.0,829520.0,0
IR-CH,4148.221236083227,57864.88937257179,0.00783647397531492,42727.76215360429,0,0,0,24.0,27.0,1.0,27.0,36300000.0,4.327487575264513,44.33553639769807,21850000.0,1589243.97,834138.015,0
IR-DK,4292.470406433813,43687.6449325883,0.013374563308624464,35639.13993361255,0,0,0,40.0,33.0,36.0,27.0,36300000.0,16.911717338213144,54.955138854436896,21850000.0,1588760.0,834380.0,0
IR-FI,3839.068681649288,35785.287727965304,0.013019652496953171,31687.96133130105,0,0,0,25.0,22.0,0.0,17.0,37300000.0,2.10593029323298,47.55224533194682,21350000.0,1324840.0,966340.0,0
IR-IT,3761.092925159493,29240.926309718296,0.0040636661147773,28415.780622177546,0,0,0,8.0,35.0,16.0,27.0,10000000.0,3.282699634050701,48.14063000235568,35000000.0,1331030.0,963245.0,0
IR-NL,4442.589970034775,44031.3110303491,0.021612194497220388,35810.97298249295,0,0,0,20.0,39.0,6.0,29.0,30200000.0,10.43956987184383,51.71906512125224,24900000.0,1595090.0,831215.0,0
IR-NO,4517.060260888638,56013.011943365505,0.010974196378269647,41801.82343900115,0,0,0,27.0,28.0,9.0,35.0,36600000.0,15.19137023371249,54.09496530218657,21700000.0,1263652.15,996933.925,0
IR-SE,4005.0337340342376,39726.3131755104,0.045032579414366426,33658.4740550736,0,0,0,27.0,30.0,30.0,38.0,33700000.0,15.150762661449455,54.07466151605506,23150000.0,1221450.0,1018035.0,0
IT-AE,4324.146382062335,25539.871745649813,0.022037650712323945,55806.1796498616,0,0,0,30.0,38.0,7.0,18.0,21263000.0,36.87926122077207,68.22161042976707,19368500.0,226710.0,184375.0,0
IT-AR,11765.51235482083,19742.845143272796,0.02835571252646776,33164.821205400294,0,1,0,1.0,30.0,11.0,14.0,0.0,15.42090526049055,57.49243244962631,30000000.0,2438960.0,1517210.0,0
IT-AT,646.5538005590518,13923.847648856201,0.101075207837378,49998.1676014648,1,1,1,39.0,21.0,5.0,9.0,26300000.0,8.973351331208363,45.29530415377685,16850000.0,215210.0,190125.0,1
IT-AU,14379.836595079409,7132.943516615611,0.021496158176576442,46602.7155353445,0,1,0,14.0,14.0,24.0,9.0,15000000.0,7.758085711848814,53.66102267530543,22500000.0,7394290.0,3994875.0,0
IT-BE,1143.6330520097174,9491.874761844701,0.13796806522131128,47782.18115795904,0,1,1,15.0,1.0,19.0,16.0,23500000.0,5.924612018763376,52.74428582876271,18250000.0,267450.0,164005.0,1
IT-BR,9058.16960493075,28015.805553148595,0.02978791184107969,29028.3410004624,0,1,1,19.0,38.0,1.0,21.0,109000000.0,14.763031045610681,57.163495342186366,84500000.0,8060410.0,4327935.0,0
IT-CH,649.2505787235119,28623.963062853494,0.4346854811514362,57348.22530846344,1,1,1,16.0,8.0,17.0,0.0,26300000.0,7.610187209315214,45.97688621472342,16850000.0,258213.97,168623.015,1
IT-CL,12115.023805920666,17322.104352038896,0.005010931039931178,34375.19160101725,0,1,0,13.0,53.0,11.0,42.0,17000000.0,17.749803624890568,58.65688163182631,21500000.0,445802.0,520631.0,0
IT-CN,7584.262291190366,27538.883782199096,0.0016880814233112698,29266.801885937148,0,0,0,30.0,56.0,35.0,4.0,28670000.0,49.69015888318581,24.936900377788124,15665000.0,9126972.9,4861216.45,0
IT-CO,9414.71574675226,27992.188440504397,0.007551953252150171,29040.149556784498,0,1,0,17.0,63.0,5.0,6.0,1000000.0,6.514749134892469,53.03935438682726,29500000.0,811770.0,703615.0,0
IT-CR,9812.26665900778,21717.199783953896,0.008548630468335,32177.643885059748,0,1,0,15.0,61.0,11.0,49.0,26800000.0,11.96602118556769,55.76499041216488,16600000.0,246670.0,174395.0,0
IT-CZ,911.3289992300356,1900.7507934710957,0.016137245600699207,42085.86838030115,0,0,1,7.0,18.0,1.0,13.0,25400000.0,6.938610706246216,46.31267446625792,17300000.0,220530.0,187465.0,1
IT-DE,1045.665412755009,12199.122527796302,0.05775752376390943,49135.80504093485,0,1,1,15.0,9.0,10.0,4.0,1000000.0,12.826005733577652,43.368976952592206,30500000.0,51650.0,323555.0,1
IT-DK,1615.7242023802914,14446.718622870001,0.0770514409317843,50259.6030884717,0,1,1,32.0,2.0,52.0,54.0,26300000.0,13.629017704162443,56.596488671462254,16850000.0,257730.0,168865.0,1
IT-EC,10208.5050332482,31196.9005414781,0.016373152951595134,27437.793506297647,0,1,0,28.0,68.0,8.0,7.0,20000000.0,5.425885799815774,52.494922719288915,20000000.0,49370.0,273045.0,0
IT-EG,2357.1251175433185,31397.004687150296,0.017625363022522465,27337.741433461546,0,0,0,30.0,38.0,7.0,18.0,12400000.0,9.841021598866767,44.86146901994765,36200000.0,697720.0,646590.0,0
IT-ES,1376.1018838576028,2339.856095487994,0.10497863997463108,41866.3157292927,0,1,1,7.0,25.0,11.0,28.0,7000000.0,0.5516236625834594,49.5061679880893,26500000.0,201873.479,398666.7395,1
IT-ET,4542.2047136165575,40882.22290017791,0.0007693783380276222,22595.13232694774,0,1,0,14.0,49.0,23.0,29.0,23993000.0,44.80982035316333,27.377069642799363,18003500.0,831570.3899999999,713515.195,0
IT-FI,2397.64478476931,6544.361418247005,0.020238526396472886,46308.4244861602,0,1,0,17.0,13.0,16.0,44.0,27300000.0,1.1767693408177209,49.193595148972165,16350000.0,6190.0,300825.0,1
IT-FR,959.4341758347496,3540.3580719015154,0.06935197463468407,44806.422812987454,1,1,1,18.0,5.0,11.0,27.0,3000000.0,0.5347732899427342,50.049366464352396,31500000.0,249827.0,422643.5,1
IT-GB,1900.2495652212897,4537.244238480998,0.10001734544791079,45304.865896277195,0,1,1,15.0,13.0,40.0,4.0,14000000.0,14.453559523448824,57.00875958110544,37000000.0,55800.0,269830.0,1
IT-GH,3989.863423728652,37593.3716298858,0.016157597923196362,24239.557962093797,0,1,0,27.0,56.0,21.0,24.0,25100000.0,34.65639891218573,32.45378036328816,17450000.0,70190.0,262635.0,0
IT-GR,843.6765983291658,13418.695437063496,0.018581164957767436,36326.89605850495,0,1,0,10.0,41.0,37.0,13.0,25000000.0,1.3165738930118067,49.123692872875125,17500000.0,168830.0,213315.0,1
IT-GT,9875.986090096456,34370.89651606369,0.001070494891808926,25850.795519004852,0,1,0,45.0,70.0,26.0,33.0,23200000.0,13.191441024235374,43.18625930726334,18400000.0,190570.0,202445.0,0
IT-HU,805.4151040225279,11123.169121789095,0.02047645827545784,37474.65921614215,0,1,1,4.0,21.0,7.0,18.0,24700000.0,5.390382283285582,52.477170961023816,17650000.0,206470.0,194495.0,1
IT-ID,11009.687465616187,31391.485238001398,0.0002593296163974321,27340.501158035997,0,0,0,28.0,62.0,27.0,24.0,106960000.0,0.716028621409265,49.423965508676396,83480000.0,1579789.0,1087624.5,0
IT-IE,2009.6966455452775,41519.39102470361,0.09721998551702417,63795.9392893885,0,1,0,22.0,6.0,40.0,2.0,27300000.0,4.0007487138902675,51.782354176326166,16350000.0,228840.0,183310.0,1
IT-IL,2320.3317290374075,3130.119092697896,0.008936973880640488,41471.18423068775,0,0,0,37.0,22.0,6.0,23.0,24123000.0,16.082316195857082,57.823137917309566,17938500.0,276090.0,159685.0,0
IT-IN,6578.10340596644,36360.882482928864,0.001783930843503455,24855.802535572264,0,0,0,27.0,28.0,35.0,14.0,221000000.0,31.937935323687793,33.81301215753713,140500000.0,2675460.0,1635460.0,0
IT-IQ,2893.1491321465523,32226.771366895395,0.0043613273714557055,26922.858093589,0,0,0,30.0,38.0,7.0,18.0,8724000.0,0.6769734846238435,50.12046656169295,25638000.0,136398.0,365929.0,0
IT-IR,3761.092925159493,29240.926309718296,0.0040636661147773,28415.780622177546,0,0,0,8.0,35.0,16.0,27.0,10000000.0,3.282699634050701,48.14063000235568,35000000.0,1331030.0,963245.0,0
IT-JM,8677.8704424201,33067.649284215884,0.0009520695073913377,26502.419134928754,0,1,0,5.0,37.0,62.0,2.0,28900000.0,12.932218974328912,43.315870332216576,15550000.0,286900.0,154280.0,0
IT-JP,9751.363910208243,833.8426603677945,0.001529539035238739,42619.3224468528,0,0,0,4.0,30.0,17.0,25.0,2000000.0,27.486294730389634,36.03883245418621,29000000.0,66770.0,331115.0,0
IT-KE,5292.173484761672,38593.06466842274,0.0011955008157654844,23739.711442825326,0,1,0,14.0,49.0,23.0,29.0,23000000.0,37.329836297611365,31.117061670575346,18500000.0,271410.0,433435.0,0
IT-KR,9168.449426166322,9.947386402898701,0.0019411254162501632,43031.27008383525,0,0,0,10.0,58.0,10.0,31.0,8164000.0,7.241471411211357,46.16124411377535,25918000.0,200210.0,197625.0,0
IT-KW,3427.016684975726,8654.325180010805,0.0037783875988653503,47363.4063670421,0,0,0,30.0,38.0,7.0,18.0,25907000.0,43.658554058691045,71.61125684872655,17046500.0,279910.0,157775.0,0
IT-LB,2225.3919679326373,26981.881321147495,0.013404509723193842,29545.30311646295,0,0,1,30.0,38.0,7.0,18.0,26033000.0,9.561170639215725,54.56256513898889,16983500.0,287500.0,153980.0,0
IT-LY,1775.5331066825147,27657.671013420397,0.013961640680061225,29207.408270326498,0,0,0,30.0,38.0,7.0,18.0,24906000.0,22.56831833798727,61.06613898837466,17547000.0,1461810.0,1028635.0,0
IT-MX,10166.208156117253,22940.087123602796,0.001540094431167793,31566.200215235298,0,1,0,31.0,46.0,7.0,1.0,48000000.0,9.505308532980543,54.5346340858713,54000000.0,1646220.0,1120840.0,0
IT-MY,9652.203353027317,14796.743693318294,0.0006650606682182125,35637.87193037755,0,0,0,54.0,50.0,39.0,20.0,4480000.0,27.12933877816156,63.34664920846181,27760000.0,30820.0,313140.0,0
IT-NG,3653.1367604804486,37757.395382336144,0.005406059772329789,24157.546085868624,0,0,0,27.0,56.0,21.0,24.0,2880000.0,37.269692102314636,31.14713376822371,28560000.0,613040.0,604250.0,0
IT-NL,1266.2981570718994,14790.384720630806,0.08828922399076276,50431.436137352095,0,1,0,12.0,4.0,22.0,56.0,20200000.0,7.156870237793129,53.36041493827759,19900000.0,264060.0,165700.0,1
IT-NO,2088.0225162576667,26772.085633647206,0.028269689649573326,56422.2865938603,0,1,0,19.0,7.0,25.0,62.0,26600000.0,11.90867059966179,55.73631511921192,16700000.0,67377.84999999998,331418.925,1
IT-NZ,18542.376620680363,460.7988590775931,0.009897806609630258,42805.8443474979,0,1,0,28.0,3.0,26.0,12.0,26900000.0,13.50653639768879,56.535248018225424,16550000.0,34420.0,280520.0,0
IT-PA,9659.061553371808,11251.929289750198,0.007255568412393789,37410.279132161595,0,1,0,45.0,65.0,11.0,26.0,28000000.0,4.807475865672387,47.378241886544835,16000000.0,223553.0,185953.5,0
IT-PE,10487.643771548836,29947.947938580895,0.02167873992684711,28062.26980774625,0,1,0,14.0,60.0,12.0,28.0,10000000.0,9.593024633744314,54.57849213625319,25000000.0,982270.0,788865.0,0
IT-PH,10595.389672277712,34315.63639784274,0.005142710816810816,25878.425578115326,0,1,0,44.0,44.0,31.0,6.0,41760000.0,13.999587723565817,56.78177368116394,50880000.0,440.0,297950.0,0
IT-PK,5170.961647851888,38182.977219634224,0.00889324802364883,23944.755167219584,0,0,0,5.0,62.0,5.0,20.0,7070000.0,33.628699719159755,32.96762995980115,33535000.0,473150.0,534305.0,0
IT-PL,1223.053668193862,11083.208743329495,0.019459301914885253,37494.63940537195,0,1,1,18.0,16.0,18.0,6.0,16000000.0,12.685849038561805,43.43905530010012,22000000.0,8440.0,301950.0,1
IT-PT,1775.701971421474,8107.700243262094,0.03922155295994366,38982.39365540565,0,1,0,13.0,49.0,29.0,39.0,24200000.0,7.414016066451822,53.48898785260694,17900000.0,206124.4,194667.8,1
IT-SA,3603.8905665473694,5699.216721185003,0.0009561017760772267,45885.8521376292,0,0,0,30.0,38.0,7.0,18.0,6280000.0,16.391992054839655,57.97797584680086,26860000.0,1851960.0,1223710.0,0
IT-SE,2073.1330517165643,10485.386865792105,0.046312060566729665,48278.937209932745,0,1,0,19.0,5.0,46.0,65.0,23700000.0,11.868063027398755,55.7160113330804,18150000.0,109580.0,352520.0,1
IT-SG,10015.632865827438,57544.9142479553,0.009253968476432593,71808.70090101435,0,0,0,24.0,56.0,67.0,22.0,25530000.0,25.42564875790263,62.494804198332346,17235000.0,297021.0,149219.5,0
IT-SL,4407.133209016015,41341.91730415619,0.0028378022942808804,22365.285124958602,0,0,0,27.0,56.0,21.0,24.0,29306600.0,41.434235973524636,29.06486183261871,15346700.0,225550.0,184955.0,0
IT-SV,9922.10135633052,34213.693002617496,0.028941678107844513,25929.397275727948,0,1,0,16.0,57.0,19.0,30.0,26600000.0,2.1233345062262146,50.843647072494136,16700000.0,277010.0,159225.0,0
IT-TH,8721.802074946145,24506.031989083396,0.0021303268845894383,30783.227782495,0,0,0,14.0,56.0,11.0,36.0,16000000.0,15.858972760410445,57.711466199586255,38000000.0,213160.0,404310.0,0
IT-TR,1945.537363350246,15075.263493415696,0.003208839995008459,35498.61203032885,0,0,0,16.0,39.0,10.0,25.0,14000000.0,1.6427324850659915,50.603346061914024,37000000.0,471900.0,533680.0,0
IT-TZ,5804.0774303782655,40383.85239940815,0.0004357806362964993,22844.317577332622,0,1,0,14.0,49.0,23.0,29.0,25729000.0,43.03458987127005,28.264684883746003,17135500.0,588070.0,591765.0,0
IT-US,8639.774997907078,20028.17463263611,0.004368116737662273,53050.33109335475,0,1,0,10.0,15.0,29.0,8.0,210000000.0,21.901479857593166,60.732719748177615,135000000.0,8849690.0,4722575.0,0
IT-UY,10799.236766462329,19448.092387223394,0.01578040969815114,33312.197583425,0,1,0,11.0,40.0,25.0,32.0,27600000.0,18.867591578461536,59.21577560861179,16200000.0,122710.0,236375.0,0
IT-ZA,8089.933660312421,28827.149943705197,0.0011942007432500705,28622.668805184097,0,1,0,1.0,11.0,26.0,7.0,8720000.0,14.75671035482408,42.40362464196899,25640000.0,915360.0,755410.0,0
IT-ZM,6288.657921838783,39430.14614506643,0.00035203871877684235,23321.170704503482,0,1,0,14.0,49.0,23.0,29.0,27747000.0,38.210470201160724,30.676744718800666,16126500.0,445660.0,520560.0,0
JM-AT,8681.228642314387,46991.496933072085,0.0045378440138386196,33464.34295935685,0,1,0,34.0,16.0,57.0,11.0,2600000.0,3.9588676431205485,38.829194666612395,2400000.0,71690.0,46675.0,0
JM-BE,7898.596884659983,42559.524046060586,0.010527608335430254,31248.356515851105,0,1,0,20.0,36.0,81.0,14.0,5400000.0,18.856830993092288,46.27817634159826,3800000.0,19450.0,20555.0,0
JM-CH,8227.725557200332,61691.61234706938,0.019995125674094793,40814.4006663555,0,1,0,11.0,29.0,45.0,2.0,2600000.0,5.322031765013698,39.51077672755896,2400000.0,28686.03,25173.015,0
JM-DK,8155.886062648235,47514.367907085885,0.004038842691048869,33725.77844636375,0,1,0,27.0,35.0,10.0,52.0,2600000.0,26.561236678491355,50.130379184297794,2400000.0,29170.0,25415.0,0
JM-FI,8908.841089403451,39612.01070246289,0.00424976296507573,29774.599844052256,0,1,0,12.0,24.0,46.0,42.0,1600000.0,11.75544963351119,42.72748566180771,1900000.0,293090.0,157375.0,0
JM-IT,8677.8704424201,33067.649284215884,0.0009520695073913377,26502.419134928754,0,1,0,5.0,37.0,62.0,2.0,28900000.0,12.932218974328912,43.315870332216576,15550000.0,286900.0,154280.0,0
JM-NL,7937.364260664875,47858.03400484669,0.011824253351684463,33897.61149524416,0,1,1,7.0,41.0,40.0,54.0,8700000.0,20.08908921212204,46.89430545111314,5450000.0,22840.0,22250.0,0
JM-NO,8040.848781158345,59839.73491786309,0.008173420532504022,39888.46195175235,0,1,0,14.0,30.0,37.0,60.0,2300000.0,24.8408895739907,49.270205632047464,2250000.0,354277.85,187968.925,0
JM-SE,8600.97946605917,43553.03615000799,0.009168885141563993,31745.112567824806,0,1,1,14.0,32.0,16.0,63.0,5200000.0,24.800282001727666,49.24990184591595,3700000.0,396480.0,209070.0,0
JP-AT,9178.816665266784,14757.690309223995,0.004808868495849917,49581.2462712809,0,0,0,43.0,9.0,22.0,16.0,24300000.0,18.51294339918127,31.55215678858203,15850000.0,281980.0,223510.0,0
JP-BE,9388.211997994184,10325.717422212496,0.013888121402382807,47365.25982777515,0,0,0,11.0,29.0,2.0,41.0,21500000.0,33.410906749153014,39.0011384635679,17250000.0,334220.0,197390.0,0
