from_to,geodesic_distance_km,gdp_diff_2018,ESTAT_flow_BMI_2019_T_T_res,gdp_mean_2018,neighbors,share_rel,share_lang,PDI_diff,IDV_diff,UAI_diff,MAS_diff,fb_users_diff,fb_users_perc_diff,fb_users_perc_mean,fb_users_mean,area_diff,area_mean,share_cont
CZ-CH,632.0288126500104,30524.71385632459,0.18571938045690428,56397.8499117279,0,0,1,23.0,10.0,16.0,13.0,900000.0,0.671576503068998,42.50758086160032,4150000.0,37683.97,58358.015,1
CZ-DK,820.922366473577,16347.469416341097,0.11401567815110751,49309.227691736145,0,0,1,39.0,16.0,51.0,41.0,900000.0,20.56762841040866,53.12718331833914,4150000.0,37200.0,58600.0,1
CZ-FI,1489.3825194570522,8445.1122117181,0.03675673931568763,45358.04908942465,0,0,0,24.0,5.0,15.0,31.0,1900000.0,5.761841365428495,45.72428979584906,3650000.0,226720.0,190560.0,1
CZ-FR,1064.7100606403908,5441.108865372611,0.027046732178931016,43856.04741625191,0,0,0,11.0,13.0,12.0,14.0,28400000.0,7.47338399618895,46.580061111229284,18800000.0,470357.0,312378.5,1
CZ-IT,911.3289992300356,1900.7507934710957,0.016137245600699207,42085.86838030115,0,0,1,7.0,18.0,1.0,13.0,25400000.0,6.938610706246216,46.31267446625792,17300000.0,220530.0,187465.0,1
CZ-NL,759.2907534663491,16691.1355141019,0.08562817032771006,49481.06074061655,0,0,0,19.0,22.0,21.0,43.0,5200000.0,14.095480944039345,49.89110958515448,7200000.0,43530.0,55435.0,1
CZ-NO,1265.7067019049075,28672.8364271183,0.036831833429377535,55471.91119712475,0,0,1,26.0,11.0,24.0,49.0,1200000.0,18.847281305908005,52.26700976608882,4000000.0,287907.85,221153.925,1
CZ-SE,1165.2797507721089,12386.1376592632,0.048738210764829384,47328.5618131972,0,0,1,26.0,13.0,45.0,52.0,1700000.0,18.80667373364497,52.2467059799573,5450000.0,330110.0,242255.0,1
DE-AT,503.2653504737253,1724.7251210598988,0.3668509616810606,56097.72886536295,1,1,1,24.0,12.0,5.0,13.0,27300000.0,3.8526544023692892,38.882301286988024,17350000.0,266860.0,215950.0,1
DE-BE,427.6401898985621,2707.2477659516007,0.09655865379659319,53881.7424218572,1,1,1,30.0,8.0,29.0,12.0,24500000.0,18.75061775234103,46.33128296197389,18750000.0,319100.0,189830.0,1
DE-CH,510.08093797761296,16424.840535057192,0.5276447065980717,63447.7865723616,1,1,1,1.0,1.0,7.0,4.0,27300000.0,5.215818524262438,39.56388334793459,17350000.0,309863.97,194448.015,1
DE-DK,570.8693014881197,2247.596095073699,0.1664881542869059,56359.164352369844,1,1,1,17.0,7.0,42.0,50.0,27300000.0,26.455023437740095,50.183485804673424,17350000.0,309380.0,194690.0,1
DE-ES,1617.105719436258,14538.978623284296,0.07856949359148135,47965.87699319085,0,1,0,22.0,16.0,21.0,24.0,8000000.0,12.274382070994193,43.09316512130047,27000000.0,150223.479,424491.7395,1
DE-FI,1515.344595972621,5654.7611095492975,0.04274238524924141,52407.985750058346,0,1,0,2.0,4.0,6.0,40.0,28300000.0,11.649236392759931,42.78059228218334,16850000.0,45460.0,326650.0,1
DE-FR,817.2043339123682,8658.764455894787,0.046784720681518656,50905.98407688561,1,1,0,33.0,4.0,21.0,23.0,2000000.0,13.360779023520386,43.63636359756357,32000000.0,198177.0,448468.5,1
DE-IT,1045.665412755009,12199.122527796302,0.05775752376390943,49135.80504093485,0,1,1,15.0,9.0,10.0,4.0,1000000.0,12.826005733577652,43.368976952592206,30500000.0,51650.0,323555.0,1
DE-NL,372.91662343537513,2591.2621928345034,0.18127876994264516,56530.99740125025,1,1,0,3.0,13.0,12.0,52.0,21200000.0,19.98287597137078,46.94741207148877,20400000.0,315710.0,191525.0,1
DE-NO,1043.4484656588809,14572.963105850904,0.0518148809821029,62521.84785775845,0,1,1,4.0,2.0,15.0,58.0,27600000.0,24.73467633323944,49.323312252423094,17200000.0,15727.849999999977,357243.925,1
DE-SE,1121.3134183733696,1713.7356620041974,0.07271854619821508,54378.4984738309,0,1,1,4.0,4.0,36.0,61.0,24700000.0,24.694068760976407,49.30300846629158,18650000.0,57930.0,378345.0,1
DK-AE,5114.155540968269,11093.153122779811,0.12043940325782237,63029.5389612966,0,0,0,62.0,36.0,45.0,36.0,5037000.0,23.25024351660963,75.03611928184829,6218500.0,31020.0,55510.0,0
DK-AR,12538.51902248326,34189.5637661428,0.06296344166535281,40388.1805168353,0,1,0,31.0,28.0,63.0,40.0,26300000.0,1.7918875563281063,64.30694130170752,16850000.0,2696690.0,1388345.0,0
DK-AT,1032.8089667962977,522.8709740138002,0.12248524853147812,57221.5269128998,0,1,1,7.0,19.0,47.0,63.0,0.0,22.602369035370806,52.10981300585807,3700000.0,42520.0,61260.0,1
DK-AU,14407.21510098697,7313.77510625439,0.1272483868931541,53826.074846779506,0,1,0,18.0,16.0,28.0,45.0,11300000.0,5.870931992313629,60.47553152738666,9350000.0,7652020.0,3866010.0,0
DK-BE,722.7710171831242,4954.8438610253,0.14057683155085376,55005.54046939405,0,1,1,47.0,1.0,71.0,38.0,2800000.0,7.704405685399067,59.55879468084394,5100000.0,9720.0,35140.0,1
DK-BR,9653.756965927503,42462.524176018596,0.007109950033047356,36251.700311897395,0,1,1,51.0,36.0,53.0,33.0,135300000.0,1.134013341448238,63.97800419426759,71350000.0,8318140.0,4199070.0,0
DK-CH,1054.5772579740883,14177.244439983493,0.21689081193439239,64571.58461989844,0,1,1,16.0,6.0,35.0,54.0,0.0,21.239204913477657,52.79139506680464,3700000.0,483.97000000000116,39758.015,1
DK-CL,12711.21468726922,31768.822974908897,0.051624705793996535,41598.55091245225,0,1,0,45.0,51.0,63.0,12.0,9300000.0,4.1207859207281246,65.47139048390753,8350000.0,703532.0,391766.0,0
DK-CN,7048.613745367412,41985.6024050691,0.003864473612169941,36490.161197372145,0,0,0,62.0,54.0,17.0,50.0,2370000.0,63.31917658734825,31.751409229869346,2515000.0,9384702.9,4732351.45,0
DK-CO,9203.29132219749,42438.9070633744,0.005483349415362875,36263.5088682195,0,1,0,49.0,61.0,57.0,48.0,25300000.0,7.114268569269974,59.85386323890849,16350000.0,1069500.0,574750.0,0
DK-CR,9313.085067658612,36163.9184068239,0.025922950859549238,39401.00319649475,0,1,0,17.0,59.0,63.0,5.0,500000.0,1.6629965185947526,62.579499264246095,3450000.0,11060.0,45530.0,0
DK-CZ,820.922366473577,16347.469416341097,0.11401567815110751,49309.227691736145,0,0,1,39.0,16.0,51.0,41.0,900000.0,20.56762841040866,53.12718331833914,4150000.0,37200.0,58600.0,1
DK-DE,570.8693014881197,2247.596095073699,0.1664881542869059,56359.164352369844,1,1,1,17.0,7.0,42.0,50.0,27300000.0,26.455023437740095,50.183485804673424,17350000.0,309380.0,194690.0,1
DK-EC,10032.010747823851,45643.6191643481,0.005039572954317085,34661.15281773265,0,1,0,60.0,66.0,44.0,47.0,6300000.0,8.20313190434667,59.30943157137014,6850000.0,208360.0,144180.0,0
DK-EG,3687.776304541639,45843.7233100203,0.004477943554800373,34561.10074489655,0,0,0,62.0,36.0,45.0,36.0,38700000.0,23.47003930302921,51.67597787202887,23050000.0,955450.0,517725.0,0
DK-ES,2004.7542811023905,16786.574718357995,0.14879621535609905,49089.6750407277,0,1,0,39.0,23.0,63.0,26.0,19300000.0,14.180641366745903,56.32067684017052,13350000.0,459603.479,269801.7395,1
DK-ET,5881.302552749631,55328.94152304791,0.002480581924798911,29818.49163838274,0,1,0,46.0,47.0,29.0,25.0,2307000.0,58.438838057325775,34.19157849488059,4853500.0,1089300.39,584650.195,0
DK-FI,1119.7539645783122,7902.3572046229965,0.3074523516081729,53531.7837975952,0,1,0,15.0,11.0,36.0,10.0,1000000.0,14.805787044980164,56.00810400105339,3200000.0,263920.0,171960.0,1
DK-FR,1225.443098313056,10906.360550968486,0.06473714989036027,52029.782124422454,0,1,0,50.0,3.0,63.0,27.0,29300000.0,13.094244414219709,56.86387531643362,18350000.0,507557.0,293778.5,1
DK-GB,815.6936915071714,9909.474384389003,0.1658317233267757,52528.225207712196,0,1,0,17.0,15.0,12.0,50.0,40300000.0,0.8245418192863809,63.82326843318666,23850000.0,201930.0,140965.0,1
DK-GH,5438.237780254057,52040.0902527558,0.008612870297733615,31462.917273528798,0,1,0,59.0,54.0,31.0,30.0,1200000.0,48.28541661634817,39.268289215369386,4300000.0,187540.0,133770.0,0
DK-GR,2116.0051737667304,27865.414059933497,0.13795232073679667,43550.25536993995,0,1,0,42.0,39.0,89.0,41.0,1300000.0,14.94559159717425,55.93820172495634,4350000.0,88900.0,84450.0,1
DK-GT,9149.85767885472,48817.61513893369,0.0017608826015845628,33074.15483043985,0,1,0,77.0,68.0,78.0,21.0,3100000.0,26.820458728397817,50.00076815934456,5250000.0,67160.0,73580.0,0
DK-HU,1223.3867459208643,25569.887744659096,0.20108769611059507,44698.01852757715,0,1,1,28.0,19.0,59.0,72.0,1600000.0,8.23863542087686,59.29167981310504,4500000.0,51260.0,65630.0,1
DK-ID,10967.111548278286,45838.2038608714,0.0015610754936177965,34563.860469471,0,0,0,60.0,60.0,25.0,30.0,133260000.0,14.345046325571708,56.23847436075762,70330000.0,1837519.0,958759.5,0
DK-IE,1179.785257660509,27072.67240183361,0.2655015066700108,71019.2986008235,0,1,0,10.0,4.0,12.0,52.0,1000000.0,9.628268990272176,58.596863028407384,3200000.0,28890.0,54445.0,1
DK-IL,3427.01597604523,17576.837715567897,0.045939707984338524,48694.543542122745,0,0,0,5.0,20.0,58.0,31.0,2177000.0,2.453298491694639,64.63764676939078,4788500.0,18360.0,30820.0,0
DK-IN,6861.734603457968,50807.601105798865,0.004234103546579452,32079.161847007264,0,0,0,59.0,26.0,17.0,40.0,247300000.0,45.56695302785023,40.627521009618356,127350000.0,2933190.0,1506595.0,0
DK-IQ,3657.9309613309792,46673.489989765396,0.011845766382310906,34146.217405024,0,0,0,62.0,36.0,45.0,36.0,17576000.0,12.9520442195386,56.93497541377417,12488000.0,394128.0,237064.0,0
DK-IR,4292.470406433813,43687.6449325883,0.013374563308624464,35639.13993361255,0,0,0,40.0,33.0,36.0,27.0,36300000.0,16.911717338213144,54.955138854436896,21850000.0,1588760.0,834380.0,0
DK-IT,1615.7242023802914,14446.718622870001,0.0770514409317843,50259.6030884717,0,1,1,32.0,2.0,52.0,54.0,26300000.0,13.629017704162443,56.596488671462254,16850000.0,257730.0,168865.0,1
DK-JM,8155.886062648235,47514.367907085885,0.004038842691048869,33725.77844636375,0,1,0,27.0,35.0,10.0,52.0,2600000.0,26.561236678491355,50.130379184297794,2400000.0,29170.0,25415.0,0
DK-JP,8677.094988746676,15280.561283237796,0.010039007554039156,49842.6817582878,0,0,0,36.0,28.0,69.0,79.0,24300000.0,41.11531243455208,42.85334130626743,15850000.0,324500.0,202250.0,0
DK-KE,6743.24966936017,53039.78329129274,0.008701243600539761,30963.070754260327,0,1,0,46.0,47.0,29.0,25.0,3300000.0,50.95885400177381,37.93157052265657,5350000.0,529140.0,304570.0,0
DK-KR,8255.418631699073,14456.6660092729,0.011374863614991192,50254.62939527025,0,0,0,42.0,56.0,62.0,23.0,18136000.0,20.8704891153738,52.97575296585657,12768000.0,57520.0,68760.0,0
DK-KW,4220.383893862752,5792.3934428591965,0.01454829839826572,54586.765678477095,0,0,0,62.0,36.0,45.0,36.0,393000.0,30.029536354528602,78.42576570080777,3896500.0,22180.0,28910.0,0
DK-LB,3201.888151007079,41428.59994401749,0.09532943785219634,36768.66242789795,0,0,0,62.0,36.0,45.0,36.0,267000.0,4.067847064946719,61.37707399107011,3833500.0,29770.0,25115.0,0
DK-LY,3381.6002880294627,42104.3896362904,0.0004892471336076685,36430.767581761495,0,0,0,62.0,36.0,45.0,36.0,1394000.0,8.939300633824828,67.88064784045588,4397000.0,1719540.0,899770.0,0
DK-MX,9113.626051250249,37386.8057464728,0.005131802822637811,38789.5595266703,0,1,0,63.0,44.0,59.0,53.0,74300000.0,4.1237091711819005,61.34914293795252,40850000.0,1903950.0,991975.0,0
DK-MY,9773.49939812546,29243.462316188296,0.01214625387137478,42861.23124181255,0,0,0,86.0,48.0,13.0,34.0,21820000.0,13.500321073999118,70.16115806054303,14610000.0,288550.0,184275.0,0
DK-NG,5234.12828890631,52204.114005206146,0.000794628151398101,31380.905397303624,0,0,0,59.0,54.0,31.0,30.0,23420000.0,50.89870980647708,37.96164262030493,15410000.0,870770.0,475385.0,0
DK-NL,535.4694486508995,343.6660977608044,0.21177649053938194,57654.7954487871,0,1,0,20.0,6.0,30.0,2.0,6100000.0,6.472147466369314,60.17492379035882,6750000.0,6330.0,36835.0,1
DK-NO,472.5810563269415,12325.367010777205,1.6133291589913472,63645.6459052953,0,1,0,13.0,5.0,27.0,8.0,300000.0,1.7203471045006538,62.55082397129314,3550000.0,325107.85,202553.925,1
DK-NZ,17996.85966765187,14907.517481947594,0.17299965317674273,50029.2036589329,0,1,0,4.0,5.0,26.0,42.0,600000.0,0.1224813064736523,63.34975687030665,3400000.0,223310.0,151655.0,0
DK-PA,9241.210923439605,25698.6479126202,0.013555681003931933,44633.638443596596,0,1,0,77.0,63.0,63.0,28.0,1700000.0,18.43649356983483,54.19275073862606,2850000.0,34177.0,57088.5,0
DK-PE,10513.28013169836,44394.6665614509,0.0032212995999770723,35285.62911918125,0,1,0,46.0,58.0,64.0,26.0,16300000.0,4.0359930704181295,61.39300098833441,11850000.0,1240000.0,660000.0,0
DK-PH,10144.843078813885,48762.35502071274,0.020222390190113352,33101.78488955033,0,1,0,76.0,42.0,21.0,48.0,68060000.0,0.37057001940337386,63.59628253324516,37730000.0,258170.0,169085.0,0
DK-PK,5413.854206101802,52629.695842504225,0.004075255827244379,31168.114478654585,0,0,0,37.0,60.0,47.0,34.0,33370000.0,47.25771742332219,39.782138811882376,20385000.0,730880.0,405440.0,0
DK-PL,793.7722511419636,25529.927366199496,0.2702368994593713,44717.99871680695,0,1,1,50.0,14.0,70.0,48.0,10300000.0,26.31486674272425,50.25356415218135,8850000.0,266170.0,173085.0,1
DK-PT,2282.4866635915428,22554.418866132095,0.18150775918858625,46205.75296684065,0,1,0,45.0,47.0,81.0,15.0,2100000.0,6.215001637710621,60.30349670468816,4750000.0,51605.600000000006,65802.8,1
DK-SA,4607.532325068511,8747.501901684998,0.0036037171028728133,53109.2114490642,0,0,0,62.0,36.0,45.0,36.0,20020000.0,2.7629743506772115,64.79248469888208,13710000.0,2109690.0,1094845.0,0
DK-SE,687.656832661606,3961.3317570778963,1.187428056110541,55502.29652136775,0,1,0,13.0,3.0,6.0,11.0,2600000.0,1.7609546767636886,62.53052018516163,5000000.0,367310.0,223655.0,1
DK-SG,10150.207331225669,43098.195625085296,0.19096628343589442,79032.06021244935,0,0,0,56.0,54.0,15.0,32.0,770000.0,11.796631053740185,69.30931305041356,4085000.0,39291.0,20354.5,0
DK-SL,5619.556028427134,55788.63592702619,0.0014514438062237323,29588.644436393603,0,0,0,59.0,54.0,31.0,30.0,3006600.0,55.06325367768708,35.879370684699936,2196700.0,32180.0,56090.0,0
DK-SV,9253.580582445768,48660.4116254875,0.0002629358584438667,33152.75658716295,0,1,0,48.0,55.0,71.0,24.0,300000.0,11.505683197936229,57.658155924575354,3550000.0,19280.0,30360.0,0
DK-TH,8645.79976883778,38952.750611953394,0.025167142578881658,38006.58709393,0,0,0,46.0,54.0,41.0,18.0,42300000.0,2.229955056248002,64.52597505166747,24850000.0,470890.0,275445.0,0
DK-TR,2697.9355688658043,29521.982116285697,0.02705193658337864,42721.97134176385,0,0,0,48.0,37.0,62.0,29.0,40300000.0,11.986285219096452,57.41785491399524,23850000.0,729630.0,404815.0,0
DK-TZ,7321.5048655680175,54830.57102227815,0.002203982627459195,30067.676888767623,0,1,0,46.0,47.0,29.0,25.0,571000.0,56.66360757543249,35.079193735827225,3985500.0,845800.0,462900.0,0
DK-US,7507.170645137551,5581.456009766109,0.040768421500666036,60273.690404789755,0,1,0,22.0,17.0,23.0,46.0,236300000.0,8.272462153430723,67.54722860025883,121850000.0,9107420.0,4593710.0,0
DK-UY,11601.003395333692,33894.8110100934,0.015272326213765647,40535.55689486,0,1,0,43.0,38.0,77.0,22.0,1300000.0,5.238573874299092,66.03028446069303,3050000.0,135020.0,107510.0,0
DK-ZA,9704.147987848726,43273.8685665752,0.0072571606413607955,35846.0281166191,0,1,0,31.0,9.0,26.0,47.0,17580000.0,28.385728058986523,49.21813349405021,12490000.0,1173090.0,626545.0,0
DK-ZM,7877.860846738695,53876.86476793643,0.003007631714396083,30544.530015938482,0,1,0,46.0,47.0,29.0,25.0,1447000.0,51.83948790532317,37.49125357088189,2976500.0,703390.0,391695.0,0
EC-AT,10364.610840539644,45120.7481903343,0.004424718382578824,34399.71733072575,0,1,0,67.0,47.0,3.0,16.0,6300000.0,14.399237131024137,48.008247053684734,6850000.0,165840.0,165440.0,0
EC-BE,9645.000452700466,40688.7753033228,0.016530283706381613,32183.730887219997,0,1,0,13.0,67.0,27.0,9.0,3500000.0,0.4987262189476027,55.4572287286706,8250000.0,218080.0,139320.0,0
EC-CH,9883.627812715316,59820.86360433159,0.028235427514699173,41749.775037724394,0,1,0,44.0,60.0,9.0,7.0,6300000.0,13.036073009130988,48.68982911463131,6850000.0,208843.97,143938.015,0
EC-DK,10032.010747823851,45643.6191643481,0.005039572954317085,34661.15281773265,0,1,0,60.0,66.0,44.0,47.0,6300000.0,8.20313190434667,59.30943157137014,6850000.0,208360.0,144180.0,0
EC-ES,8832.432433914079,28857.044445990105,0.305650076076441,26267.86545855365,0,1,1,21.0,43.0,19.0,21.0,13000000.0,5.977509462399233,52.21911088799719,16500000.0,251243.479,373981.7395,0
EC-FI,10911.334378346544,37741.2619597251,0.001600831490834042,30709.97421542115,0,1,0,45.0,55.0,8.0,37.0,7300000.0,6.602655140633495,51.90653804888005,6350000.0,55560.0,276140.0,0
EC-IT,10208.5050332482,31196.9005414781,0.016373152951595134,27437.793506297647,0,1,0,28.0,68.0,8.0,7.0,20000000.0,5.425885799815774,52.494922719288915,20000000.0,49370.0,273045.0,0
EC-NL,9722.139883774837,45987.285262108904,0.009551554293371633,34832.98586661305,0,1,0,40.0,72.0,14.0,49.0,200000.0,1.7309844379773551,56.07335783818548,9900000.0,214690.0,141015.0,0
EC-NO,9998.126747050052,57968.986175125305,0.004869869449830917,40823.83632312125,0,1,0,47.0,61.0,17.0,55.0,6600000.0,6.482784799846016,58.44925801911981,6700000.0,116747.84999999998,306733.925,0
EC-SE,10560.603966189808,41682.2874072702,0.005018806114049063,32680.4869391937,0,1,0,47.0,63.0,38.0,58.0,3700000.0,6.442177227582981,58.42895423298829,8150000.0,158950.0,327835.0,0
EG-AT,2700.346110851713,45320.8523360065,0.009261836430403196,34299.66525788965,0,0,0,69.0,17.0,2.0,27.0,38700000.0,0.8676702676584043,40.37479335434347,23050000.0,912930.0,538985.0,0
EG-BE,3450.7478065480423,40888.879448994994,0.0060851259676298185,32083.6788143839,0,0,0,15.0,37.0,26.0,2.0,35900000.0,15.765633617630144,47.82377502932933,24450000.0,965170.0,512865.0,0
EG-CH,2975.181048530742,60020.967750003794,0.008643321339927503,41649.72296488829,0,0,0,46.0,30.0,10.0,18.0,38700000.0,2.2308343895515534,41.056375415290034,23050000.0,955933.97,517483.015,0
EG-DK,3687.776304541639,45843.7233100203,0.004477943554800373,34561.10074489655,0,0,0,62.0,36.0,45.0,36.0,38700000.0,23.47003930302921,51.67597787202887,23050000.0,955450.0,517725.0,0
EG-FI,3918.8917397075543,37941.366105397305,0.002919264275287827,30609.92214258505,0,0,0,47.0,25.0,9.0,26.0,39700000.0,8.664252258049046,44.273084349538784,22550000.0,691530.0,649685.0,0
EG-IT,2357.1251175433185,31397.004687150296,0.017625363022522465,27337.741433461546,0,0,0,30.0,38.0,7.0,18.0,12400000.0,9.841021598866767,44.86146901994765,36200000.0,697720.0,646590.0,0
EG-NL,3527.423287817316,46187.3894077811,0.010198312455757726,34732.93379377695,0,0,0,42.0,42.0,15.0,38.0,32600000.0,16.997891836659896,48.43990413884421,26100000.0,961780.0,514560.0,0
EG-NO,4104.922682973315,58169.090320797506,0.005109389011491955,40723.78425028515,0,0,0,49.0,31.0,18.0,44.0,39000000.0,21.749692198528557,50.815804319778536,22900000.0,630342.15,680278.925,0
EG-SE,3815.420689224261,41882.3915529424,0.01451193581569309,32580.434866357602,0,0,0,49.0,33.0,39.0,47.0,36100000.0,21.709084626265522,50.79550053364702,24350000.0,588140.0,701380.0,0
ES-AR,10646.906616165845,17402.989047784802,0.1766496710639042,31994.8931576563,0,1,1,8.0,5.0,0.0,14.0,7000000.0,15.972528923074009,57.216620618334574,26500000.0,2237086.521,1618146.7395,0
ES-AT,1658.2435641948616,16263.703744344195,0.04280854309790801,48828.2395537208,0,1,0,46.0,4.0,16.0,37.0,19300000.0,8.421727668624904,45.01949232248512,13350000.0,417083.479,291061.7395,1
ES-BE,1285.8415020428197,11831.730857332695,0.22931497867956946,46612.25311021505,0,1,1,8.0,24.0,8.0,12.0,16500000.0,6.476235681346836,52.46847399747099,14750000.0,469323.479,264941.7395,1
ES-BR,7834.026414761208,25675.9494576606,0.02429545237020967,27858.4129527184,0,1,1,12.0,13.0,10.0,7.0,116000000.0,15.31465470819414,56.88768351089464,81000000.0,7858536.521,4428871.7395,0
ES-CH,1194.6386615892336,30963.81915834149,0.2601638331936859,56178.297260719446,0,1,1,23.0,17.0,28.0,28.0,19300000.0,7.0585635467317545,45.70107438343169,13350000.0,460087.449,269559.7545,1
ES-CL,10913.007498357038,14982.248256550902,0.10840602596108988,33205.26355327325,0,1,1,6.0,28.0,0.0,14.0,10000000.0,18.301427287474027,58.38106980053458,18000000.0,243928.521,621567.7395,0
ES-CN,8808.721087937914,25199.027686711102,0.0029717450786066273,28096.87383819315,0,0,1,23.0,31.0,46.0,24.0,21670000.0,49.13853522060235,24.661088546496394,12165000.0,8925099.421,4962153.1895,0
ES-CO,8040.015722080529,25652.332345016403,0.37805369502024644,27870.2215090405,0,1,1,10.0,38.0,6.0,22.0,6000000.0,7.066372797475928,52.76354255553554,26000000.0,609896.521,804551.7395,0
ES-DE,1617.105719436258,14538.978623284296,0.07856949359148135,47965.87699319085,0,1,0,22.0,16.0,21.0,24.0,8000000.0,12.274382070994193,43.09316512130047,27000000.0,150223.479,424491.7395,1
ES-DK,2004.7542811023905,16786.574718357995,0.14879621535609905,49089.6750407277,0,1,0,39.0,23.0,63.0,26.0,19300000.0,14.180641366745903,56.32067684017052,13350000.0,459603.479,269801.7395,1
ES-EC,8832.432433914079,28857.044445990105,0.305650076076441,26267.86545855365,0,1,1,21.0,43.0,19.0,21.0,13000000.0,5.977509462399233,52.21911088799719,16500000.0,251243.479,373981.7395,0
ES-FI,3100.449644537866,8884.217513734999,0.07494356205997633,45138.4964384162,0,1,0,24.0,12.0,27.0,16.0,20300000.0,0.6251456782342615,48.91778331768044,12850000.0,195683.479,401761.7395,1
ES-FR,801.8845249980083,5880.214167389509,0.11593910640257606,43636.49476524346,1,1,1,11.0,20.0,0.0,1.0,10000000.0,1.0863969525261936,49.77355463306067,28000000.0,47953.52100000001,523580.2395,1
ES-GB,1658.4642672487278,6877.100333968992,0.2266944506884663,44134.9378485332,0,1,1,22.0,38.0,51.0,24.0,21000000.0,15.005183186032284,56.73294774981371,33500000.0,257673.479,370766.7395,1
ES-GH,3612.442129990513,35253.515534397804,0.016855774244141093,23069.6299143498,0,1,0,20.0,31.0,32.0,4.0,18100000.0,34.10477524960227,32.177968531996434,13950000.0,272063.479,363571.7395,0
ES-IE,1478.9198139281984,43859.247120191605,0.1987483354318112,62626.011241644504,0,1,0,29.0,19.0,51.0,26.0,20300000.0,4.552372376473727,51.50654234503443,12850000.0,430713.479,284246.7395,1
ES-IN,7954.197689550218,34021.02638744087,0.0013386211733723275,23685.874487828267,0,0,0,20.0,3.0,46.0,14.0,228000000.0,31.386311661104333,33.537200326245404,137000000.0,2473586.521,1736396.7395,0
ES-IT,1376.1018838576028,2339.856095487994,0.10497863997463108,41866.3157292927,0,1,1,7.0,25.0,11.0,28.0,7000000.0,0.5516236625834594,49.5061679880893,26500000.0,201873.479,398666.7395,1
ES-MX,9042.048779841183,20600.231028114802,0.02088363652855642,30396.2721674913,0,1,1,24.0,21.0,4.0,27.0,55000000.0,10.056932195564002,54.25882225457957,50500000.0,1444346.521,1221776.7395,0
ES-NG,3687.7776439957647,35417.53928684815,0.0020681254996867357,22987.618038124627,0,0,0,20.0,31.0,32.0,4.0,4120000.0,36.71806843973118,30.87132193693198,25060000.0,411166.521,705186.7395,0
ES-NL,1469.6442553349086,17130.2408161188,0.1664254685648719,49261.508089608105,0,1,0,19.0,29.0,33.0,28.0,13200000.0,7.708493900376588,53.08460310698587,16400000.0,465933.479,266636.7395,1
ES-NO,2379.619635180424,29111.9417291352,0.1565432647529702,55252.3585461163,0,1,0,26.0,18.0,36.0,34.0,19600000.0,12.460294262245249,55.46050328792019,13200000.0,134495.62900000002,432355.66449999996,1
ES-PE,9122.416519238155,27608.0918430929,0.23147455741486875,26892.34176000225,0,1,1,7.0,35.0,1.0,0.0,3000000.0,10.144648296327773,54.302680304961456,21500000.0,780396.521,889801.7395,0
ES-PH,11872.792993825386,31975.780302354742,0.007477975003312907,24708.49753037133,0,1,1,37.0,19.0,42.0,22.0,48760000.0,14.551211386149276,56.50596184987221,47380000.0,201433.479,398886.7395,0
ES-PK,6544.499797882782,35843.12112414623,0.014109404840374627,22774.827119475587,0,0,0,2.0,37.0,16.0,8.0,14070000.0,33.07707605657629,32.691818128509425,30035000.0,271276.521,635241.7395,0
ES-PL,2163.04582062752,8743.3526478415,0.03536377875227046,36324.71135762795,0,1,0,11.0,9.0,7.0,22.0,9000000.0,12.134225375978346,43.163243468808396,18500000.0,193433.479,402886.7395,1
ES-PT,400.3034316771814,5767.8441477741,0.2849773117199529,37812.46560766165,1,1,1,6.0,24.0,18.0,11.0,17200000.0,7.965639729035281,53.213176021315206,14400000.0,407997.87899999996,295604.5395,1
ES-SE,2678.8948981808176,12825.242961280099,0.11341702894107812,47109.009162188755,0,1,0,26.0,20.0,57.0,37.0,16700000.0,12.419686689982214,55.440199501788676,14650000.0,92293.47899999999,453456.7395,1
ES-US,7607.102914053115,22368.030728124104,0.01639158053553683,51880.40304561076,0,1,1,17.0,40.0,40.0,20.0,217000000.0,22.453103520176626,60.45690791688588,131500000.0,8647816.521,4823511.7395,0
ES-UY,9690.39095717754,17108.2362917354,0.4470033968566765,32142.269535681,0,1,1,4.0,15.0,14.0,4.0,20600000.0,19.419215241044995,58.93996377732007,12700000.0,324583.479,337311.7395,0
ET-AT,4906.279075365846,54806.07054903411,0.0007848615099260432,29557.05615137584,0,1,0,53.0,28.0,18.0,38.0,2307000.0,35.83646902195497,22.89039397719518,4853500.0,1046780.3899999999,605910.195,0
ET-BE,5653.960351640146,50374.097662022614,0.005961102581439591,27341.06970787009,0,1,0,1.0,48.0,42.0,13.0,493000.0,50.73443237192671,30.33937565218105,6253500.0,1099020.39,579790.195,0
ET-CH,5173.2550105271575,69506.18596303141,0.002954603648337452,36907.11385837448,0,1,0,30.0,41.0,6.0,29.0,2307000.0,37.19963314384812,23.571976038141756,4853500.0,1089784.3599999999,584408.21,0
ET-DK,5881.302552749631,55328.94152304791,0.002480581924798911,29818.49163838274,0,1,0,46.0,47.0,29.0,25.0,2307000.0,58.438838057325775,34.19157849488059,4853500.0,1089300.39,584650.195,0
ET-FI,5979.437839344601,47426.58431842492,0.0026251259467092135,25867.313036071242,0,1,0,31.0,36.0,7.0,15.0,3307000.0,43.63305101234561,26.788684972390502,4353500.0,825380.3899999999,716610.195,0
