from_to,ESTAT_flow_BMI_2019_T_T_res
PA-AT,0.0002538415523235924
PA-BE,0.002669688094316973
PA-CH,0.007263692356068151
PA-DK,0.0013555681003931932
PA-FI,0.00040753138958463
PA-IT,0.0007255568412393789
PA-NL,0.0023811643899923525
PA-NO,0.0009284907272660981
PA-SE,0.0008572697630564047
PE-AT,0.0004021436674018157
PE-BE,0.0009744212232712951
PE-CH,0.002022127883247308
PE-DK,0.00032212995999770724
PE-ES,0.023147455741486876
PE-FI,0.00018830696462374553
PE-IT,0.0021678739926847108
PE-NL,0.0008451633684665995
PE-NO,0.0004345970418729375
PE-SE,0.0006529391209422508
PH-AT,0.0004705566657649297
PH-BE,0.0005524309248464592
PH-CH,0.001343962793351721
PH-DK,0.002022239019011335
PH-ES,0.0007477975003312906
PH-FI,0.001319232492320537
PH-IT,0.0005142710816810816
PH-NL,0.0007169311250144186
PH-NO,0.003261204432824938
PH-SE,0.0008288532520635742
PK-AT,0.0003507147216848774
PK-BE,0.0004583639092866187
PK-CH,0.00022336967992491445
PK-DK,0.0004075255827244378
PK-ES,0.0014109404840374627
PK-FI,0.000281133639434406
PK-IT,0.000889324802364883
PK-NL,0.0002907162769257879
PK-NO,0.0005822863844660302
PK-SE,0.001245040462416033
PL-AT,0.01889161665524724
PL-BE,0.020105827117611958
PL-CH,0.017851214463276102
PL-DK,0.02702368994593713
PL-ES,0.0035363778752270456
PL-FI,0.0032596624046040607
PL-FR,0.001741329984158732
PL-GB,0.018009084724123804
PL-IT,0.0019459301914885251
PL-NL,0.0444828899172993
PL-NO,0.03774579137343028
PL-SE,0.012780946185642178
PT-AT,0.007919749082442421
PT-BE,0.048188992059151864
PT-CH,0.18272649504139493
PT-DK,0.018150775918858626
PT-ES,0.02849773117199529
PT-FI,0.007089254393521092
PT-FR,0.01630021868476549
PT-IT,0.003922155295994366
PT-NL,0.027060480160606082
PT-NO,0.010355030716916288
PT-SE,0.01111938717722694
SA-AT,0.0004282898229833696
SA-BE,0.0009643905226286702
SA-CH,0.0015345546138358895
SA-DK,0.00036037171028728137
SA-FI,0.0003943590389126677
SA-IT,9.561017760772268e-05
SA-NL,0.0013672811649875895
SA-NO,0.0005550049886500208
SA-SE,0.0017643848135084012
SE-AE,0.011295488202071212
SE-AR,0.0005842446771316023
SE-AT,0.007028817601960306
SE-AU,0.006108248400875996
SE-BE,0.011613412918197664
SE-BR,0.0005632953576337232
SE-CH,0.022845809492804715
SE-CL,0.0025389338377733526
SE-CN,0.0002693997080027783
SE-CO,0.000751444416892933
SE-CR,0.0009431036835622461
SE-CZ,0.0048738210764829384
SE-DE,0.007271854619821508
SE-DK,0.11874280561105409
SE-EC,0.0005018806114049063
SE-EG,0.001451193581569309
SE-ES,0.011341702894107812
SE-ET,0.001497650059757042
SE-FI,0.09773366285216283
SE-FR,0.005180143535580145
SE-GB,0.011088095889508902
SE-GH,0.0005763228818012382
SE-GR,0.022996021206365094
SE-GT,0.00013149717203358056
SE-HU,0.008832022370626027
SE-ID,9.98039770735767e-05
SE-IE,0.011082036824011422
SE-IL,0.0025525061498742445
SE-IN,0.0006013160449509055
SE-IQ,0.008839578840499197
SE-IR,0.004503257941436642
SE-IT,0.004631206056672966
SE-JM,0.0009168885141563993
SE-JP,0.0006149026916879245
SE-KE,0.0018101448111170482
SE-KR,0.0009578865779192515
SE-KW,0.0038829279079442766
SE-LB,0.015558457533825064
SE-LY,0.0018465009613068812
SE-MX,0.000280850561819585
SE-MY,0.0006422181766938283
SE-NG,0.00023631693032280082
SE-NL,0.015757943090027544
SE-NO,0.12741110032928116
SE-NZ,0.007144350606124848
SE-PA,0.0008572697630564047
SE-PE,0.0006529391209422508
SE-PH,0.0008288532520635742
SE-PK,0.001245040462416033
SE-PL,0.012780946185642178
SE-PT,0.01111938717722694
SE-SA,0.0017643848135084012
SE-SG,0.006479882130592999
SE-SL,0.0004707190565892318
SE-SV,0.0016862729147913507
SE-TH,0.003114743432870351
SE-TR,0.004591645797926854
SE-TZ,0.00021002048608747008
SE-US,0.0017386252968396194
SE-UY,0.0020411078880955835
SE-ZA,0.0008076628204725719
SE-ZM,0.0005572734085358327
SG-AT,0.001861258851179732
SG-BE,0.008122032688656872
SG-CH,0.032470352316398735
SG-DK,0.019096628343589443
SG-FI,0.004421270158608339
SG-IT,0.0009253968476432593
SG-NL,0.01753355530657969
SG-NO,0.009441566660613965
SG-SE,0.006479882130592999
SL-AT,0.0003533336122383345
SL-BE,0.001271615687739531
SL-CH,0.0004226866243093366
SL-DK,0.00014514438062237324
SL-FI,6.545324920409276e-05
SL-IT,0.00028378022942808804
SL-NL,0.0010658071039571211
SL-NO,9.037821753213481e-05
SL-SE,0.0004707190565892318
SV-AT,0.00013786347588054775
SV-BE,0.01727122491735899
SV-CH,0.0009290695480316286
SV-DK,2.6293585844386675e-05
SV-FI,5.533342884988432e-05
SV-IT,0.0028941678107844513
SV-NL,0.0005388459789883193
SV-NO,0.0005443835745774166
SV-SE,0.0016862729147913507
TH-AT,0.0007506358262602757
TH-BE,0.0014325180853829377
TH-CH,0.004928312363828474
TH-DK,0.002516714257888166
TH-FI,0.0019136981717140925
TH-IT,0.00021303268845894381
TH-NL,0.0014656062341513348
TH-NO,0.0034655312806887825
TH-SE,0.003114743432870351
TR-AT,0.0068923846728986176
TR-BE,0.005854819457762432
TR-CH,0.0048067290746166775
TR-DK,0.002705193658337864
TR-FI,0.003372444417212359
TR-IT,0.0003208839995008459
TR-NL,0.009187100669057913
TR-NO,0.003359774636754213
TR-SE,0.004591645797926854
TZ-AT,6.776667286329782e-05
TZ-BE,0.0003240852985996988
TZ-CH,0.00021447476525884594
TZ-DK,0.0002203982627459195
TZ-FI,0.00010020720797292966
TZ-IT,4.3578063629649925e-05
TZ-NL,0.0002650978095989592
TZ-NO,0.0002668500272724573
TZ-SE,0.00021002048608747008
US-AT,0.0007410742661466045
US-BE,0.0016767621251039969
US-CH,0.003914704040582712
US-DK,0.004076842150066603
US-ES,0.001639158053553683
US-FI,0.0010858337182309298
US-GB,0.002304537558812403
US-IT,0.0004368116737662273
US-NL,0.002256937542872011
US-NO,0.0015180108637228753
US-SE,0.0017386252968396194
UY-AT,0.00048433312871871796
UY-BE,0.0005992707218052939
UY-CH,0.0051218870004301744
UY-DK,0.0015272326213765647
UY-ES,0.04470033968566765
UY-FI,0.0015551508502988757
UY-IT,0.001578040969815114
UY-NL,0.001837178990355674
UY-NO,0.0002684201387110198
UY-SE,0.0020411078880955835
ZA-AT,0.0005499559451676624
ZA-BE,0.0011911038327867408
ZA-CH,0.001980226872497311
ZA-DK,0.0007257160641360795
ZA-FI,0.00032513299043867406
ZA-IT,0.00011942007432500704
ZA-NL,0.0034123893100698323
ZA-NO,0.0006178148755880832
ZA-SE,0.0008076628204725719
ZM-AT,2.3190768942728304e-05
ZM-BE,0.00036764436293830667
ZM-CH,0.00037868783318429825
ZM-DK,0.0003007631714396083
ZM-FI,0.0018895115278307565
ZM-IT,3.5203871877684235e-05
ZM-NL,0.00035365328247299736
ZM-NO,0.0004241309928258855
ZM-SE,0.0005572734085358327
